Full Tweet,user_location,place,State
"Watching the most bizarre, almost pr0n-like movie right now---Anatomy of Hell. Don't bother.","Pittsburgh, PA",,PA
I'll probably move out to LA and end up being Julia Stiles husband. That romance that actually works out for her because her career is slow.,"Pittsburgh, PA",,PA
#Mayochup is here. Tag a friend you want to share this delicious duo with. https://t.co/SMZhIXG8ve,"Pittsburgh, PA",,PA
"Forgot how great Merry Christmas, Mr. Lawrence sounds on vinyl. Still one of my favorite melodies. https://t.co/SskYhOXlA7","Pittsburgh, PA",,PA
Teen DVD Giveaway - Maze Runner: Scorch Trials and The Hunger Games Mockingjay Part 2 https://t.co/aF3qtlpOSV via @NYCSingleMom,"PITTSBURGH, PA",,PA
"Hamish's Perspective | Merry Christmas Mr. Lawrence@HamishDownie @ILoveGayMovies https://t.co/1JHVCEC8hU https://t.co/nqtIAPC27x","Phoenix, AZ",,AZ
"Ranking Coen films is a fool's errand, but Miller's Crossing is/will always be top tier. Always. Don't let it slip away in your memory.","Phoenix, AZ",,AZ
Finally getting around to seeing The Hunger Games: Mockingjay Part I https://t.co/h7xnmdj0u5,"Phoenix, AZ",,AZ
All those peaches. Who didn't see Call Me By Your Name? @RealChalamet #SunnyFXX,"Philadelphia, PA",,PA
Just finished watching #CarolMovie &amp; I'm emotionally drained. Great performance by Cate Blanchett as expected. Rooney Mara girl you ROCKED L,"Philadelphia, PA",,PA
"10 minutes in and we're already screaming OMG OMG gorgeous... gorgeous scene, amazing costumes...GREAT art direction. #CarolMovie","Philadelphia, PA",,PA
"What's your favorite movie quote that makes no sense out of context?Example: ""Take your flunky and dangle."" -- Miller's Crossing","Philadelphia, PA",,PA
"Loved this guy in Big Lebowski, Barton Fink, Miller's Crossing, Homicide. Great voice, great face. RIP Jon Polito. https://t.co/PQpMWAzR5v","Philadelphia, PA","Cochituate, MA",MA
Miller's Crossing. End of story. Everyone but me shut up. https://t.co/579Wt0KQH7,"Philadelphia, PA",,PA
I don't even want to know people who haven't seen Miller's Crossing. I'm not kidding. Freaks.,"Philadelphia, PA",,PA
If Miller's Crossing was a woman I'd be in jail for watching her too often.,"Philadelphia, PA",,PA
"I don't think David Fincher will ever top Seven in my eyes, and that's fine. The Coens have never topped Miller's Crossing and they're great","Philadelphia, PA",,PA
I just found about ten people who will watch Miller's Crossing because I told them to. With nerd power comes nerd responsibility.,"Philadelphia, PA",,PA
"If you love MILLER'S CROSSING and THE MUPPET MOVIE and sorta appreciate STREETS OF FIRE, then BUGSY MALONE might be for you.","Philadelphia, PA",,PA
How is Samantha Robinson (aka The Love Witch) not a huge star by now? Has Hollywood *seen* this movie? https://t.co/TYugUksQHC,"Philadelphia, PA",,PA
"@PuccaNoodles A high school longterm sub wanted us to â€œbe super creativeâ€ù in our presentation of the book,A Picture of Dorian Gray,so I did a really elaborate and thought out sock puppet show.She gave me a B-and told me next time I â€œwanted to be creative,I should really talk to her beforehandâ€ù","Philadelphia, PA",,PA
"today? Geekin about Andy warhols memoir and the preface of picture of Dorian gray and queer aestheticism...u know, a lazy Sunday",philadelphia pa ,,PA
What are the chances that the @NHLFlyers lose tonight and drive Hakstol out to the Canadian wilderness and shoot like in Miller's Crossing? #FlyersTalk https://t.co/26qlQJAI4u,Philadelphia,,PA
"The Coen Brothers' Complex, Bautifully Shot &amp; Compellingly Acted Gangster Film MILLER'S CROSSING was released today in 1990",Philadelphia,,PA
"@realDonaldTrump I love witch hunts, canâ€™t wait till all the witches put you in a caldron and put it on boil.",Philadelphia,,PA
"remember when dan got a muffin with the mockingjay symbol on it from a bakery but then said he did it himself when he gave it to the hunger games cast, snake",phil,,PA
"@WisePumaSports @QO_FOOTBALL The last time wise failed to win a championship:-Obama had 2 years left in his term-Shake It Off Was top of the charts-Hunger Games: Mockingjay Pt 1 was a week away from release-They only had 1 ring (They now have 4)Quite the dynasty they've built since then","PG County, Maryland",,MD
Crash was absolutely trash as hell. The fact that it â€œwonâ€ù over Brokeback Mountain haunts me in my dreams. https://t.co/iPnny082xM,"Petty Rock, California",,CA
really feeling my brokeback mountain oats https://t.co/AlWEDzDtQ6,paypal.me/scruffbutt,"Kentucky, USA",KY
"my public ""Top 5 Favorite Movies"" list: The Godfather 1 &amp; 2, Casablanca, Lawrence Of Arabia, Raising Arizonamy private list: all 3 Beatles movies, a pretty bad Bond movie, ""Wild Thoughts"" edit where the hook is Waluigi","Pasadena, CA",,CA
Miller's Crossing is one of my all-time favorite movies and it was nice hearing my pals @SWAIM_CORP @AbeTheMighty talk about that movie https://t.co/x9PKxGnVu2,"Pasadena, CA",,CA
"Coming soon: The Hunger Games: Mockingjay â€“ The Board Game by River Horse More info here: https://t.co/uMgDeqsiqc https://t.co/TfxNhhjXvd",Panem,,TX
"Today, 7 years ago, was the last book of The Hunger Games trilogy ""Mockingjay"" released! August 24th 2010!! #HappyBirthdayHungerGames https://t.co/6IlHyQboYd",Panem,,TX
When Hollywood also misses The Hunger Games films. _Ÿ˜Œ_Ÿè† #Oscars #TheHungerGames #Mockingjay #Parachutes @jimmykimmel @TheHungerGames https://t.co/gpJ1S2DDVO,Panem,"Austin, TX",TX
"The Hunger Games // Mockingjay Part 2    All those months of taking it for granted that Peeta thought I ... https://t.co/3AB4ZibBU7",Panem,,TX
"The Hunger Games // Mockingjay Part 2    The bread. Our one moment of real connection before the Hunger ... https://t.co/JXwgO6Ls6W",Panem,,TX
â€˜The Hunger Games: Mockingjayâ€™ Part 2 Nominated for 6 Teen Choice Awards https://t.co/J6p5RRE5Nw #MockingjayPart2,Panem,,TX
Today one year ago #TBT: The Hunger Games: Mockingjay Part 2 Teaser Trailer â€“ â€˜Join The Revolutionâ€™   https://t.co/4ShX39wLne,Panem,,TX
"My #TeenChoice for #ChoiceSciFiMovie is ""The Hunger Games: Mockingjay - Part 2"". 1 RT = 1 vote https://t.co/yv6itCojO8",Panem,,TX
My #TeenChoiceNominee For #ChoiceSciFiMovieActor is Josh Hutcherson @jhutch1992 in The Hunger Games Mockingjay pt. 2 https://t.co/RPnKh3r5Bn,Panem,,TX
VIDEOS: The Hunger Games: Mockingjay Part 2 Nominated for 8 Golden Trailer Awards https://t.co/m0IznpGkyH #MockingjayPart2,Panem,,TX
"samuelclaaflins:    Natalie Dormer and Jennifer Lawrence attend the â€˜The Hunger Games: Mockingjay- Part 2... https://t.co/tgmFI1pC3l",Panem,,TX
"Bourdain had Merry Christmas Mr. Lawrence in his top 10. it's silly but of all things, that really made me feel connected to him today.  https://t.co/Ar2PK8dpWk",PA,,PA
"I watched Merry Christmas Mr. Lawrence pretty recently, but I think this is timely and holiday appropriate https://t.co/YobZN1BhJ3",PA,,PA
"Oscar Wilde's only novel, The Picture of Dorian Gray, was first published in Lippincott's Monthly Magazine in 1890. #ClassicsInContext https://t.co/xpMFTDMrZg",Oxford and New York City,,NY
The Hunger Games: Mockingjay Part 2 Out Today (+ Fan Event Cast Photos) | #MockingjayPart2 https://t.co/ePVG8kez0T,"Oswego, NY",,NY
@mattzollerseitz @dallasobserver_ I do believe the original title for MILLERâ€™S CROSSING was THAT FUCKING HAT.,"Orlando, FL",,FL
"Rooney. Cate. _Ÿ˜_âù_ï¸è#EEBAFTAs #CarolMovie https://t.co/iiilxXhaSF","Oregon, USA",,OR
Wishing all the best for #CarolMovie at the Golden Globes tonight _Ÿè†_Ÿè†_Ÿ˜_ https://t.co/kpl3nd7oiV,"Oregon, USA",,OR
Team #CarolMovie at #BAFTATea _Ÿ˜__Ÿ‘Œ https://t.co/hQw1iCWR04,"Oregon, USA",,OR
Cate and Roons at #BAFTATea for #CarolMovie âù_ï¸è https://t.co/peCmfPyMB0,"Oregon, USA",,OR
"@JuddLegum And now tomorrow is his last day.The trump administration is like the hidden picture of Dorian Gray brought out into full public view, and then sneering at all of us ""Whatcha gonna do about it?""","Oregon, USA",,OR
"@RanesHook @baker_johnnie @DamianHempstead @admitonefilmadd @FreeStuff1979 Stalag 17Merry Christmas, Mr. Lawrence Die Hard... 2! (HA!)Prisoners (I'm listing off along of 'prison' movies)Kiss Kiss Bang Bang","Ohio, USA",,OH
"@SimAlex82 @SueUvino @ecker_recipes @SylviaDonoghue3 @suewall42 @airmom1 @PhlItalian @Puppet_Prince_ @Literatrix @IncognitoThomas @castawaySOS @MeanGirls2u @Hushes @FaithOShea @Cirellan @dcherring @ImmaculateLoo @traciemac_Bmore @GiddyHeyde @JedGarren @lemonswoman @chance @MartinWonta @Blergy1 @ReflectingMan @LFredenhall @AZChiweenerPop @terri_mclain @tburages @tenaciousN @kes1doc_karen @article_58 @ChristopherNeth @NorthofGCT @marymjoneil @mtylr23 A Serious Man, Miller's Crossing. The Ballad of Buster Scruggs is a genius gut punch.","Ohio, USA",,OH
"@PoemsPorn The Hunger Games trilogy, specifically Mockingjay.","Ohio, USA",,OH
where is my brokeback mountain DVD,ogden utah,,UT
"MERRY CHRISTMAS MR. LAWRENCE is the first music Sakamoto ever wrote for a movie. Oshima asked him to star opposite Bowie and Sakamoto was like â€œokay fine but iâ€™m writing the score.""and then he rolled up with this flat-out all-timer right out of the gatehttps://t.co/lbzJ6nm28A",obviously brooklyn,,NY
"CAM rules.bonus points: The Love Witch herself Samantha Robinson is in it, which i sadly canâ€™t even say about my beloved Paddington 2 https://t.co/otz6sK16jR",obviously brooklyn,,NY
#ChoiceSciFiMovieActor Josh hutcherson the hunger games mockingjay PT 1,"Oakland, MD",,MD
watches the love witch once https://t.co/MPDouCNJyd,"Oakland, CA",,CA
"The Spy Who Loved MeBasic InstinctThe Last MistressPlanes, Trains, and AutomobilesThe Love WitchA Man For All SeasonsHeatThe Wolf Of Wall StreetCatch Me If You CanBreakfast At Tiffanyâ€™s The MisfitsIâ€™ll stop there _Ÿ˜‚_Ÿ˜˜ https://t.co/nkWNwfgIve",NYC+ Worldwide,,NY
"Mom, sis and I attending Merry Christmas, Mr. Lawrence @JapanSociety tonite. We attended the 1983 premiere #Bowie  https://t.co/PH8i4jFu8y",NYC/Woodstock,,NY
"Student film club Cinema Neuf in Oslo, Norway has organized a Sakamoto-themed film week:Oct 1st - Merry Christmas Mr. Lawrencehttps://t.co/o9CZ4qJsojOct 2nd - Codahttps://t.co/DKx7rjfqx5Oct 4th - Women Without Men (35mm analogue)https://t.co/Axmn1OGovu#skmt_coda #skmtnews","NYC, Tokyo",,NY
"Quad Cinema today:High Heels-1:30pmThe Last Emperor-3:45pmMerry Christmas Mr. Lawrence-7:00pm(Q&amp;A w/ Ryuichi after)Gohatto-10:00pm","NYC, Tokyo",,NY
"A statement from @MilanRecLabel regarding the pre-order of signed 'Merry Christmas, Mr. Lawrence' vinyl:https://t.co/9SUtGE1bEB#skmtnews","NYC, Tokyo",,NY
"Signed copies of the upcoming vinyl release of Merry Christmas Mr Lawrence, available tomorrow for pre-order on Amazon at 2pm EST.#skmtnews https://t.co/wDv12EYCvr","NYC, Tokyo",,NY
"From @pitchfork for the upcoming Merry Christmas Mr. Lawrence OST reissue from @MilanRecLabel, October 21st.https://t.co/BdSP75aKnN","NYC, Tokyo",,NY
"Barry Sonnenfeld came on my show to talk A Series Of Unfortunate Events, Miller's Crossing, Get Shorty &amp; MiB - 4pm ET on @SXMInsight 121. https://t.co/tHJiCykzt8","NYC, LA & The Beautiful South",,NY
"have i ""seen"" call me by your name ..... no i just drink the blood of its stans suspiria-style to stay young and relevant and to keep my skin clear ..... but i have not ""seen"" it ......",nyc via okla,,NY
"have i ever ""seen"" call me by your name ... more like has a random person on twitter ever accused me of joking about columbine when i abbreviated the movie title to ""cmbyn!""",nyc via okla,,NY
"The ""Being Julia"" take you've waited a decade for! https://t.co/1luDmDo5Wp",NYC,,NY
"â€œI wish I knew how to quit you.â€ù Brokeback Mountain, Annie Proulx#bonesawlove https://t.co/CFlauuELAI",NYC,,NY
Someone put Kylie Minogueâ€™s â€œLost Without Youâ€ù over Brokeback Mountain and Iâ€™ll never be the same https://t.co/GvfVUctmGJ,NYC,,NY
#BrokebackMountain meets #CMBYN https://t.co/aP93DvfwT3,NYC,,NY
"Call Me By Your Name, Love Simon and now Boy Erased _Ÿ˜__Ÿ˜__Ÿ˜_ what an amazing year of gay films",NYC,,NY
"Call Me By Your Name: Bigger, Longer, and Uncut https://t.co/y5h2WJcufp",NYC,,NY
wow big ups to whoever is blasting merry christmas mr. lawrence in their car outside of my apartment,nyc,,NY
Gabriel Byrne knows thereâ€™s â€œNothing more foolish than a man chasin' his hat.â€ù â€˜Millerâ€™s Crossingâ€™ #Noirvember https://t.co/KB2Pkc0ENa,NYC,,NY
"Just got off the phone with Keanu Reeves and he was as gracious, thoughtful, and kind as Iâ€™ve always heard. He was also thrilled that I just saw MY OWN PRIVATE IDAHO in 35mm so thank you @MetrographNYC! _Ÿ™Œ_Ÿè_ https://t.co/5CnAidCmOw",NYC,,NY
"Just got off the phone with Keanu Reeves and he was as gracious, thoughtful, and kind as Iâ€™ve always heard. He was also thrilled that I just saw MY OWN PRIVATE IDAHO in 35mm so thank you @MetrographNYC! _Ÿ™Œ_Ÿè_ https://t.co/5CnAidCmOw",NYC,,NY
"Just got off the phone with Keanu Reeves and he was as gracious, thoughtful, and kind as Iâ€™ve always heard. He was also thrilled that I just saw MY OWN PRIVATE IDAHO in 35mm so thank you @MetrographNYC! _Ÿ™Œ_Ÿè_ https://t.co/5CnAidCmOw",NYC,,NY
"Just got off the phone with Keanu Reeves and he was as gracious, thoughtful, and kind as Iâ€™ve always heard. He was also thrilled that I just saw MY OWN PRIVATE IDAHO in 35mm so thank you @MetrographNYC! _Ÿ™Œ_Ÿè_ https://t.co/5CnAidCmOw",NYC,,NY
"Just got off the phone with Keanu Reeves and he was as gracious, thoughtful, and kind as Iâ€™ve always heard. He was also thrilled that I just saw MY OWN PRIVATE IDAHO in 35mm so thank you @MetrographNYC! _Ÿ™Œ_Ÿè_ https://t.co/5CnAidCmOw",NYC,,NY
"Just got off the phone with Keanu Reeves and he was as gracious, thoughtful, and kind as Iâ€™ve always heard. He was also thrilled that I just saw MY OWN PRIVATE IDAHO in 35mm so thank you @MetrographNYC! _Ÿ™Œ_Ÿè_ https://t.co/5CnAidCmOw",NYC,,NY
"Look the Love Witch is on Amazon Prime, you have no reason not to watch an arty 60s style hammer horror homage about witches",NYC,,NY
"Preface to The Picture of Dorian Gray. Timeless words from 1890. https://t.co/7BCgP0USBV",NYC,,NY
It's like The Picture of Dorian Gray except he didn't keep up on the payments. https://t.co/m7UErLYKpa,NYC,,NY
The Picture of Dorian Gray except it's my first tweet locked away in an attic accruing RTs while my timeline remains young and untouched.,NYC,,NY
"All About EveMagnoliaLast Year at MarienbadMerry Christmas Mr LawrenceBUtterfield 8Umrao JaanMarnie#fav7films    *changes daily",NY-LON-KHI,,NY
"13 yrs ago, @WheatonSynchro filmed a scene in the movie Mona Lisa Smile ... And this epic photo was taken after. https://t.co/sMA9BTXN97","Norton, Mass.",,MA
a cozy snow night &amp; The Picture of Dorian Gray :) #snOMG #srhs1819 @M_BassSRHS @lynn_moody @KellyWWithers https://t.co/nvDJUtWaB1,"North Carolina, USA",,NC
@grizzlemeister The Picture of Dorian Gray.,North Carolina,,NC
Enrich your Christmas Eve with Ryuichi Sakamoto's Merry Christmas Mr Lawrence theme on piano. It's an all time great https://t.co/AbNOwkUXnU,"Norfolk, VA",,VA
"When IT reports my internet activity to my boss, they'll wonder why I listened to 15 different live versions of Merry Christmas Mr Lawrence.","Norfolk, VA",,VA
Giving away Japanese Criterion films from my own personal collection. The first will be a DVD copy of Bowie in Merry Christmas Mr Lawrence. https://t.co/gVV58w6Kn1,"Norfolk, VA",,VA
"If you've not heard Ryuichi Sakamoto play Merry Christmas Mr Lawrence, please treat yourself. https://t.co/AbNOwlcyfs","Norfolk, VA",,VA
Sakamoto's Merry Christmas Mr Lawrence score is being reissued on vinyl. Need a record player. https://t.co/aHwYMIUGb7,"Norfolk, VA",,VA
Mona Lisa Smile is definitely one of my favorite movies. _Ÿ‘Œ,NJ | NYC,,NJ
I could watch Lawrence of Arabia in 10 22-minute installments. That doesn't make it a family sitcom. https://t.co/jG3BX7NvF6,NJ,,NJ
"I can't believe no one answered: Bridge on the River Kwai; Lawrence of Arabia; Dr Zhivagohttps://t.co/RnTYzVinjj",New York!,,NY
Ocean's 9 will actually be Carol 2 #cateblanchett #rooneymara #sarahpaulson #sandrabullock #riri #others #thetrainset #carolmovie https://t.co/OKKv6RkBX9,"New York, USA",,NY
"Yes, I did take my senior pictures with the Hunger Games trilogy and a mockingjay pin. No, I do not regret anything","New York, USA",,NY
"Robert Eggers' THE VVITCH &amp; Anna Biller's THE LOVE WITCH  Thought they were the 2 best films of 2016. Unfortunately, the other witch movie from that year wasn't that good. https://t.co/dSNtXU4mSR","New York, USA",,NY
"Random Thing of the Day: The final grotesque stages of the painting from Albert Lewin's 1945 adaptation of THE PICTURE OF DORIAN GRAY is, well, just that. I'm kind of impressed that this ever made it on screen, and for that, I feel it's one of the finest moments of 40s #horror. https://t.co/kqTXAbvuRp","New York, USA",,NY
"My working theory is that @MikeZahalsky's shirt functions like the picture of Dorian Gray for @TheLaurenRimmer's hat.  Her hat never gets dirty or old because Mike's shirt absorbs it all on her behalf.#Survivor #OscarWildeReference #RHAP #WhyXLost #SurvivorHHH https://t.co/hfSca2kz5t","New York, USA",,NY
"@elguapo64 .Bollywood India to remake""Brokeback Mountain -      IHOP, YOUHOP""The Pancake ThemedGay Western will StarJustin Trudeauand Cory Booker#CaptionThis https://t.co/s0yWpcAFVr","New York, NY USA",,NY
"Too spent to draw, watched Anatomy of Hell instead. I love to hate you Catherine Breillat","New York, NY",,NY
"""Yoga helped me feel at home in my body, at home within me. I learned to understand my needs for movement, relaxation and meditation. I am teaching with love and devotion for the human being."" - JuliaLearn more about Julia on Setu!https://t.co/C5IazpXxvw https://t.co/8scnbyIipV","New York, NY",,NY
When being Julia Child's editor is not your main professional accomplishment. https://t.co/QyIa8Ni7um,"New York, NY",,NY
Don't get me wrong she's beautiful that being Julia Roberts but it's 2017 who's next Martha Washington,"New York, NY",,NY
"An appreciation of Annette Bening's singular screen persona, from BUGSY to BEING JULIA and now 20TH CENTURY WOMEN. https://t.co/Jiyu0XRGyc https://t.co/DqP6Q9S6Rv","New York, NY",,NY
"If youâ€™re at Indie Memphis Festival: Iâ€™m hosting a conversation with god-level production designer Judy Becker (CAROL, Iâ€™M NOT THERE, BROKEBACK MOUNTAIN, AMERICAN HUSTLE, POSE, GIRLS, etc etc!) at 2pm â€” block party tent. Come through! https://t.co/NtOReI94AJ","New York, NY",,NY
The brokeback mountain poster I'm not crying you're crying https://t.co/eAh3jOe005,"New York, NY",,NY
Ang Lee is one of only five directors to win the Venice Film Festival twice. #BrokebackMountain is one of the best Golden Lion winners ever. Here are 24 more winners you can't miss: https://t.co/Aj9qFiJOEy https://t.co/wLb1TppbMY,"New York, NY",,NY
"Which movie will join ""Brokeback Mountain"" and ""The Wrestler"" by winning the Venice Film Festival? We look back at 25 amazing films that won the Golden Lion: https://t.co/Aj9qFiJOEy https://t.co/Yn9bFKlnOi","New York, NY",,NY
"Time to hop in your truck, start up your podcasts, and start crying. This week hosts of @LasCulturistas, @MattRogersTho and @bowenyang, join for Ang Lee's best director win - Brokeback Mountain.https://t.co/AwUbNhLsnO https://t.co/IaVgj2jqCb","New York, NY",,NY
"â€œBrokeback Mountain,â€ù a story by Annie Proulx about two cowboys in the Wyoming wilderness: https://t.co/MFyBQKbRSo #TNYarchive https://t.co/AcneryMcRv","New York, NY",,NY
"â€œI took him to see Brokeback Mountain when it came out.  I thought I was challenging him with the choice.  But at the end of the film, he turned to me and said: â€˜Thatâ€™s me.â€™  Weâ€™d been married for thirty years.  Our kids were still young.  I didnâ€™t know what to do.  Do I..."" https://t.co/oBTVUQjZA5","New York, NY",,NY
That Incredible â€˜Call Me By Your Nameâ€™ Long Take Around the Monument Was Actually Armie Hammerâ€™s Idea https://t.co/R5GHvCsCdm https://t.co/6n7QalpzIs,"New York, NY",,NY
"Armie Hammer again confirmed that the ""Call Me by Your Name"" sequel is totally, fully, and definitely happening https://t.co/AUjQgPcUcx","New York, NY",,NY
"TimothÃ©e Chalamet on how Armie Hammer suggested the long take in 'Call Me By Your Name: â€œIt took away the whole cringey Hollywood feeling. If you mute the movie you canâ€™t tell itâ€™s somebody telling somebody else that they are in love with them."" https://t.co/rcFlUbOQNK https://t.co/vhsK9thDpL","New York, NY",,NY
"TimothÃ©e Chalamet on how Armie Hammer suggested the long take in 'Call Me By Your Name: â€œIt took away the whole cringey Hollywood feeling. If you mute the movie you canâ€™t tell itâ€™s somebody telling somebody else that they are in love with them."" https://t.co/rcFlUc6rFi https://t.co/XFjfdKcoE1","New York, NY",,NY
That Incredible â€˜Call Me By Your Nameâ€™ Long Take Around the Monument Was Actually Armie Hammerâ€™s Idea https://t.co/R5GHvCb0OM https://t.co/lRUq1Vuij9,"New York, NY",,NY
"Luca Guadagnino and editor Walter Fasano are one of the great film duos right now: I Am Love, A Bigger Splash, Call Me by Your Name, and Suspiria (their crowning achievement together so far)","New York, NY",,NY
"Luca Guadagnino, the director of ""Call Me by Your Name,"" has hoped to make his new film ""Suspiria"" for more than thirty years: https://t.co/ZQ6UmwKfDS https://t.co/S0wPHmYWaY","New York, NY",,NY
"From ""The Greatest Showman"" to ""Call Me by Your Name,"" these original movie tunes are going to be stuck in our heads forever: https://t.co/lrZomSMQov https://t.co/nlKqbUkZUS","New York, NY",,NY
"Luca Guadagnino, the director of ""Call Me by Your Name,"" has hoped to make his new film ""Suspiria"" for more than thirty years: https://t.co/NRngdHX7qj https://t.co/W1zbesK47H","New York, NY",,NY
"Luca Guadagnino, the director of ""Call Me by Your Name,"" has hoped to make his new film ""Suspiria"" for more than thirty years: https://t.co/zNinigPvTC https://t.co/Y901xFTFzC","New York, NY",,NY
"Luca Guadagnino wants to film a sequel to â€œCall Me by Your Name.â€ù He wants Dakota Johnson to play the wife of Armie Hammerâ€™s character. â€œThe only problem is the title,â€ù Guadagnino reflected. â€œIt cannot be â€˜Call Me by Your Name Two.â€™"": https://t.co/8An0UqhBJZ https://t.co/dZVsqQKMs2","New York, NY",,NY
"Luca Guadagnino, the director of ""Call Me by Your Name,""  calls his new film ""Suspiria"" the most personal movie that he has made: https://t.co/sJtfEop2wZ https://t.co/KZWLnenkP9","New York, NY",,NY
"Luca Guadagnino wants Dakota Johnson to play Armie Hammer's wife in the #CallMeByYourName sequel, but he's struggling with a name: â€œThe only problem is the title. It cannot be â€˜Call Me by Your Name Two.â€™â€ù https://t.co/z150xEKWPz https://t.co/iDH68JoToC","New York, NY",,NY
"#CarolMovie fans, we've got the only Valentine's Day card you need: https://t.co/9ZUSdGRDw1 #SendToYourCarol https://t.co/1itIFdVj0d","New York, NY",,NY
The @CarolMovie team talks 16mm in our exclusive video: https://t.co/MBjTi4wRSQ #CarolMovie https://t.co/TUVP3YZP0n,"New York, NY",,NY
"Martin Scorsese on changing viewing habits: ""Itâ€™d be wonderful to see â€˜Lawrence of Arabiaâ€™ in 70mm on a curved screen, but not everybodyâ€™s going to do that at this point."" https://t.co/6joNLxDQUa https://t.co/01GUyv5k6k","New York, NY",,NY
"1. The house of T.E. Lawrence in the desert of Wadi Rum, Jordan. In this thread, follow me in the footsteps of ""Lawrence of Arabia"". _Ÿ‡¯_Ÿ‡´ https://t.co/Q0FyToCtpg","New York, NY",,NY
Are you ready for relevant financial news streaming live wherever you go?,"New York, NY",,NY
Are you ready for relevant financial news streaming live wherever you go?,"New York, NY",,NY
Are you ready for relevant financial news streaming live wherever you go?,"New York, NY",,NY
Working on a new form of valor theft where I just tell people I meet at parties that Iâ€™m Lawrence of Arabia,"New York, NY",,NY
"Iâ€™ve been on a Ryuichi Sakamoto kick since I watched MERRY CHRISTMAS, MR. LAWRENCE, so of course, I checked out the new documentary on him. Loved it. Started Amy Zieringâ€™s DERRIDA doc last night, &amp; only then found out Sakamoto scored it. My Spotify is about to get so ambient.","New York, NY","Manhattan, NY",NY
"!!!! I loved the score to MERRY CHRISTMAS MR. LAWRENCE, so Iâ€™m very excited to see this. https://t.co/duzS79KAnj","New York, NY","Vermont, USA",VT
"happy holidays! when i first got into ryuichi sakamoto, in college, i pretended it was because i thought he was cool and handsome. the reason was actually that his music *extremely* reminded me of chrono trigger. here's his ""merry christmas, mr lawrence"":  https://t.co/NZGih2L7T5","New York, NY",,NY
Are you ready for relevant financial news streaming live wherever you go?,"New York, NY",,NY
"Bowie filming â€˜Merry Christmas, Mr. Lawrenceâ€™ with Oshima. One of his best performances &amp; at @js_film_nyc tonight: https://t.co/14P2eI94rR https://t.co/CCBljGgsaX","New York, NY",,NY
Are you ready for relevant financial news streaming live wherever you go?,"New York, NY",,NY
Gorgeous 5k around Williamsburg listening to 'Merry Christmas Mr Lawrence' soundtrack. Stunning composing âù__Ÿ’ª_Ÿ__ https://t.co/ekcs4dHnjD,"New York, NY",,NY
"@JoeSimpson79 I haven't looked at all the replies, butRaising ArizonaMiller's CrossingBarton FinkIs a pretty spectacular run of films. Their next three (Hudsucker, Fargo, Big Lebowski) is just about as good.","New York, NY",,NY
"""Jesus, Tom, I was just speculating about a hypothesis. I know I don't know nothing."" One of the great great films, Miller's Crossing. https://t.co/WoIO93LPSh","New York, NY",,NY
"Jon Polito, an actor known for Miller's Crossing, dies at 65 https://t.co/AbzLaqU9zy https://t.co/jKQs2In25g","New York, NY",,NY
"RIP to great character actor Jon Polito. Great in MILLER'S CROSSING, LEBOWSKI, THE CROW, etc https://t.co/xPLCW06WGo https://t.co/MOtQO0RLN5","New York, NY",,NY
"John Turturro in MILLER'S CROSSING. Last show today at 2:30! Tix: https://t.co/qQmkKzW2rt #CoenBrosFest https://t.co/faVpbgs18l","New York, NY",,NY
"'Millerâ€™s Crossing,â€™ â€˜True Gritâ€™ &amp; â€˜Raising Arizonaâ€™ continue @FilmForumNYCâ€™s Coen series: https://t.co/wQvtOyU1X1 https://t.co/XZLtkoUfg1","New York, NY",,NY
"Whether ANOMALISA, THE GODFATHER or MILLERâ€™S CROSSING, I love opening dialogue heard while the screen is still dark. https://t.co/gFnmARVWJW","New York, NY",,NY
"I'm re-watching ""Mona Lisa Smile"" and my lord this movie is delightful. https://t.co/ac6vPBYN1m","New York, NY",,NY
"You say ""2017""; I say ""The Hunger Games: Mockingjay -- Part 2""","New York, NY","Brooklyn, NY",NY
Are you ready for relevant financial news streaming live wherever you go?,"New York, NY",,NY
Are you ready for relevant financial news streaming live wherever you go?,"New York, NY",,NY
Are you ready for relevant financial news streaming live wherever you go?,"New York, NY",,NY
Watching the hunger games while eating a block of cheese. Is irony? â€” watching The Hunger Games: Mockingjay â€“ Part 2,"New York, NY",,NY
Are you ready for relevant financial news streaming live wherever you go?,"New York, NY",,NY
Lingerie Inspired by The Love Witch _Ÿ”® https://t.co/ktjQjQnpVW https://t.co/nhA6fY0Jfq,"New York, NY",,NY
The Lingerie Addict- Lingerie Inspired by The Love Witch https://t.co/kqLPwtzWAg,"New York, NY",,NY
"From â€œThe Love Witchâ€ù to  â€œShutter Island,â€ù @tnyfrontrow picks five horror movies to stream this weekend. https://t.co/jQ5aklFWZO","New York, NY",,NY
"A new book of ""The Picture of Dorian Gray"" manuscripts reveals, in Wilde's own handwriting, the true passions he intended for his characters that have been edited out for the final book we all know today https://t.co/kbht7QCWZg","New York, NY",,NY
"A new book of ""The Picture of Dorian Gray"" manuscripts reveals, in Wilde's own handwriting, the true passions he intended for his characters that have been edited out for the final book we all know today https://t.co/JZJj8CPYxc","New York, NY",,NY
St. Vincent is directing a new adaptation of 'The Picture of Dorian Gray' https://t.co/I9RToVOTcC https://t.co/yTKZNwu63B,"New York, NY",,NY
